"","scores","predscores","tmhalfsc","opphalfsc","airya","yaca","airyd","yac","psd","patt","comppct","ryd","ratt","rushsd","ypr","int_pct","sack_pct","sack_yd_pct","fum_pct"
"773",34,24.75,17,6,4.57894736842105,3.57894736842105,87,68,13.6042783303227,19,0.631578947368421,58,11,3.46648653907957,5.27272727272727,0.105263157894737,0,0,0.0333333333333333
"774",22,22.75,10,17,3.39130434782609,4.56521739130435,78,105,9.98799279134702,23,0.652173913043478,51,12,2.97559517855952,4.25,0.0434782608695652,0,0,0.0285714285714286
"775",7,24,7,14,3.40909090909091,1.95454545454545,75,43,6.32139225171164,22,0.454545454545455,29,12,3.45104654014144,2.41666666666667,0,0,0,0
"776",14,23.5,7,0,2.29166666666667,3.625,55,87,4.71687278701566,24,0.625,107,10,13.4391219951305,10.7,0.0416666666666667,0.0769230769230769,-0.307692307692308,0
"777",34,26.5,16,3,-0.176470588235294,5.64705882352941,-3,96,5.8489315263559,17,0.588235294117647,177,23,8.48238472728193,7.69565217391304,0,0.0555555555555556,-0.388888888888889,0.0731707317073171
"778",42,28.5,28,14,8.28571428571429,7,174,147,18.8707129231615,21,0.80952380952381,29,12,4.7689679759415,2.41666666666667,0,0.0454545454545455,-0.5,0
"779",20,27,14,0,2.82352941176471,4,48,68,5.22865594347215,17,0.647058823529412,71,14,3.95446015304755,5.07142857142857,0.0588235294117647,0.0555555555555556,-0.388888888888889,0.03125
"780",27,26.75,13,0,2.28571428571429,3.21428571428571,32,45,3.60338382634989,14,0.571428571428571,66,15,4.45421149026402,4.4,0,0.176470588235294,-0.764705882352941,0
"781",16,25.5,6,7,3.41176470588235,3.52941176470588,58,60,11.3768228765957,17,0.529411764705882,65,12,5.63409758129512,5.41666666666667,0.0588235294117647,0,0,0
"782",36,25.5,17,10,4.07142857142857,4.57142857142857,57,64,12.259282197584,14,0.714285714285714,100,13,5.02891050113266,7.69230769230769,0,0.125,-0.6875,0.0344827586206897
"783",16,21.75,0,15,2.52173913043478,0.869565217391304,58,20,3.81575680566778,23,0.434782608695652,23,9,2.98556196500987,2.55555555555556,0,0.0416666666666667,-0.166666666666667,0.0303030303030303
"784",17,23.75,3,28,3.92857142857143,3.14285714285714,55,44,5.53985559378582,14,0.714285714285714,104,17,3.30565207487697,6.11764705882353,0.214285714285714,0.0666666666666667,-0.6,0.0625
"785",31,31.5,24,7,6.54545454545455,2.5,144,55,11.8689129135738,22,0.727272727272727,76,17,4.6541271634947,4.47058823529412,0,0,0,0
"786",17,23.75,14,6,4.45454545454545,5.90909090909091,49,65,25.7746645629644,11,0.545454545454545,52,12,3.1446603773522,4.33333333333333,0,0.0833333333333333,-0.416666666666667,0.0416666666666667
"787",10,23.5,3,10,2.21428571428571,4.28571428571429,31,60,9.53857300648268,14,0.571428571428571,57,12,3.93964888452427,4.75,0.0714285714285714,0.125,-0.5625,0
"788",33,21.5,10,20,2.66666666666667,2.2,40,33,5.71051661410769,15,0.666666666666667,66,13,4.2870383978747,5.07692307692308,0.0666666666666667,0,0,0.0714285714285714
"789",34,30.75,0,17,3.82608695652174,2.21739130434783,88,51,8.08762772524936,23,0.521739130434783,37,12,4.31003351366192,3.08333333333333,0.0434782608695652,0.178571428571429,-1.60714285714286,0.075
"790",6,23,0,13,3.92307692307692,2.30769230769231,51,30,8.66656650583148,13,0.615384615384615,35,11,2.65666167203681,3.18181818181818,0.0769230769230769,0.0714285714285714,-0.428571428571429,0.04
"791",14,21.5,0,10,2.875,1.625,23,13,9.93310961716756,8,0.375,57,6,19.9728983041187,9.5,0.125,0.111111111111111,-1,0
"792",35,26.75,14,7,6.64705882352941,5.82352941176471,113,99,15.9367371766223,17,0.823529411764706,17,12,3.35306658978845,1.41666666666667,0,0,0,0.0344827586206897
"793",26,23.5,10,3,1.83333333333333,3.75,22,45,6.96197786569802,12,0.75,42,14,3.68394198806504,3,0,0,0,0
"794",24,27.25,10,3,4.3125,7.875,69,126,16.6207701385947,16,0.625,98,23,3.74418263332365,4.26086956521739,0,0,0,0
"795",26,22.5,17,10,1.21052631578947,2.31578947368421,23,44,3.59354702862138,19,0.473684210526316,47,14,3.92077147760385,3.35714285714286,0,0,0,0
"796",24,31,21,10,5.89473684210526,4.15789473684211,112,79,10.797942190786,19,0.789473684210526,59,12,5.75120760265954,4.91666666666667,0,0,0,0
"797",14,21.25,7,10,5.07142857142857,4.57142857142857,71,64,6.05702071979286,14,0.857142857142857,31,13,2.13175484008477,2.38461538461538,0.0714285714285714,0.125,-1,0.0344827586206897
"798",14,19.5,0,17,3.57142857142857,4.5,50,63,10.8448144290255,14,0.714285714285714,61,8,12.7958733582355,7.625,0.0714285714285714,0,0,0.0454545454545455
"799",30,20.25,20,14,3.90909090909091,4.63636363636364,86,102,4.49965705140368,22,0.818181818181818,53,15,3.77477004450455,3.53333333333333,0,0.0434782608695652,-0.347826086956522,0.0526315789473684
"800",17,20.75,7,10,3.16666666666667,3.66666666666667,38,44,6.70522184569608,12,0.833333333333333,65,16,7.25834648869837,4.0625,0.0833333333333333,0.142857142857143,-0.642857142857143,0.0333333333333333
"801",10,26.25,0,16,1.38461538461538,0.615384615384615,18,8,2.69258240356725,13,0.307692307692308,44,8,4.63680924774785,5.5,0.0769230769230769,0.0714285714285714,-0.142857142857143,0
"802",41,24,21,7,7.2,3.2,144,64,8.41130192063036,20,0.8,119,21,6.74948557710553,5.66666666666667,0,0.0909090909090909,-0.863636363636364,0
"803",27,28.5,17,6,1.64705882352941,1.76470588235294,28,30,6.4,17,0.588235294117647,103,18,7.60705488021595,5.72222222222222,0,0,0,0.0285714285714286
"804",56,26.75,35,1,7.26086956521739,2.34782608695652,167,54,6.4921105967166,23,0.869565217391304,85,17,5.43409714347341,5,0,0.0416666666666667,-0.25,0.0487804878048781
"805",23,19,6,14,3.64705882352941,1.23529411764706,62,21,10.7927927340425,17,0.470588235294118,41,11,3.27777388678544,3.72727272727273,0,0.0555555555555556,-0.222222222222222,0
"806",10,24,3,13,0.333333333333333,6.25,4,75,12.1504178142657,12,0.583333333333333,34,12,1.86338998124982,2.83333333333333,0,0,0,0
"807",33,25.5,19,0,2.78571428571429,5,39,70,7.79037868142493,14,0.714285714285714,40,10,3.13049516849971,4,0.0714285714285714,0,0,0
"808",19,26.75,12,7,4.04761904761905,2.76190476190476,85,58,14.4411029546034,21,0.523809523809524,44,16,3.52668399491647,2.75,0.0952380952380952,0.0454545454545455,-0.0909090909090909,0
"809",15,24.25,3,14,3.28571428571429,3.76190476190476,69,79,7.58653778449403,21,0.571428571428571,73,11,6.83936104501965,6.63636363636364,0,0.0869565217391304,-0.521739130434783,0.0294117647058824
"810",16,30.5,10,3,1.76470588235294,2.82352941176471,30,48,5.23609269080167,17,0.705882352941177,63,17,3.17647058823529,3.70588235294118,0,0,0,0.0294117647058824
"811",30,21.25,14,0,3.83333333333333,6.11111111111111,69,110,14.8236229012468,18,0.777777777777778,88,21,4.66618073271766,4.19047619047619,0,0.0526315789473684,-0.421052631578947,0.05
"812",31,21.75,21,10,2.5,5.77777777777778,45,104,12.2042565341368,18,0.777777777777778,72,19,3.23759084194309,3.78947368421053,0,0,0,0.027027027027027
"813",19,23.25,13,17,5.66666666666667,3.28571428571429,119,69,10.8937353275979,21,0.666666666666667,48,13,2.46153846153846,3.69230769230769,0.0476190476190476,0.0869565217391304,-0.608695652173913,0.0555555555555556
"814",38,22.75,21,7,5.2,6.2,104,124,13.9978865691349,20,0.65,63,10,6.1,6.3,0,0,0,0
"815",38,25.5,24,0,5.68181818181818,3.5,125,77,5.66602208152895,22,0.772727272727273,88,15,6.76132794320432,5.86666666666667,0,0,0,0
"816",23,23.5,7,10,6.73333333333333,3.33333333333333,101,50,8.84551047456027,15,0.8,12,9,4.32049379893857,1.33333333333333,0.0666666666666667,0.0625,-0.125,0.04
"817",41,26.75,20,10,5.62962962962963,2.44444444444444,152,66,8.02375366255534,27,0.62962962962963,46,18,2.56519919569227,2.55555555555556,0.037037037037037,0,0,0
"818",41,21,24,14,2.75,9.5625,44,153,13.9052282218174,16,0.6875,154,19,11.4886430733829,8.10526315789474,0,0,0,0
"819",17,23,3,17,2.25,0.416666666666667,27,5,1.87082869338697,12,0.333333333333333,85,19,4.58106424147136,4.47368421052632,0,0.0769230769230769,-0.153846153846154,0.03125
"820",33,28.75,17,14,6.55555555555556,4.88888888888889,118,88,13.9636805678159,18,0.888888888888889,8,5,1.49666295470958,1.6,0,0.0526315789473684,-0.421052631578947,0
"821",26,26.5,13,21,3.77777777777778,4.33333333333333,68,78,15.2328592194637,18,0.555555555555556,111,16,5.73877981368862,6.9375,0.0555555555555556,0.181818181818182,-1.22727272727273,0
"822",42,27.5,28,0,4.5,3.5,63,49,19.3109704636228,14,0.642857142857143,69,10,8.88200427831467,6.9,0,0.125,-0.875,0
"823",31,24.25,14,21,5.04761904761905,1.66666666666667,106,35,5.30554053142359,21,0.523809523809524,29,10,2.11896201004171,2.9,0.0476190476190476,0.0454545454545455,-0.318181818181818,0.09375
"824",41,27.75,21,13,5.68,5.4,142,135,19.7126823073371,25,0.64,4,7,1.91662969499982,0.571428571428571,0.08,0,0,0
"825",9,20.75,6,10,3.43478260869565,1.47826086956522,79,34,4.90501494367073,23,0.565217391304348,21,7,3.38061701891407,3,0.0434782608695652,0.0416666666666667,-0.166666666666667,0.032258064516129
"826",30,27.25,10,13,4.33333333333333,3,65,45,11.2960169971544,15,0.666666666666667,46,11,4.83957514698406,4.18181818181818,0,0.117647058823529,-0.588235294117647,0.0357142857142857
"827",22,23.75,13,10,4.86666666666667,3.26666666666667,73,49,11.1775444530541,15,0.533333333333333,58,12,3.43592135468138,4.83333333333333,0,0,0,0.037037037037037
"828",17,19.5,7,17,3.11111111111111,2.05555555555556,56,37,19.2777761440791,18,0.388888888888889,29,9,3.55208163625462,3.22222222222222,0,0,0,0.037037037037037
"829",30,25.75,14,13,4.36363636363636,1.90909090909091,96,42,7.42444940582073,22,0.636363636363636,47,9,6.01438604565527,5.22222222222222,0,0,0,0.032258064516129
"830",31,24.5,21,3,9,4.27272727272727,99,47,14.9050327071094,11,0.454545454545455,62,16,4.59449398737228,3.875,0,0.0833333333333333,-0.583333333333333,0.0357142857142857
"831",3,22,0,10,0,4.15384615384615,0,54,6.69145053064593,13,0.538461538461538,46,11,6.43595273470104,4.18181818181818,0.153846153846154,0.235294117647059,-1.29411764705882,0.0357142857142857
"832",17,18.75,8,17,1.16666666666667,3.16666666666667,21,57,5.97653815050676,18,0.611111111111111,8,9,1.6629588385662,0.888888888888889,0,0.0526315789473684,-0.210526315789474,0
"833",28,18.5,14,14,4.14285714285714,4.76190476190476,87,100,20.4628266064899,21,0.523809523809524,55,13,3.61947395569803,4.23076923076923,0,0,0,0
"834",27,26,20,0,5.59090909090909,2.45454545454545,123,54,7.26643106402058,22,0.636363636363636,100,16,5.8148516748065,6.25,0.0454545454545455,0.0434782608695652,-0.130434782608696,0
"835",23,28.5,10,17,2.77777777777778,4.55555555555556,25,41,18.1411697753019,9,0.777777777777778,17,6,2.73353657780945,2.83333333333333,0,0.25,0,0.0555555555555556
"836",17,20.5,0,38,4.7,0.75,94,15,10.558616149856,20,0.4,14,9,2.06080411011016,1.55555555555556,0.05,0.166666666666667,-1.25,0
"837",27,27,17,12,6,1.90909090909091,132,42,12.9967944765879,22,0.545454545454545,35,5,5.09901951359278,7,0,0.0434782608695652,-0.0434782608695652,0
"838",29,28.5,17,0,6,2.26666666666667,90,34,6.10245852095694,15,0.666666666666667,61,14,5.40643984861893,4.35714285714286,0.0666666666666667,0.0625,-0.625,0
"839",17,25,10,13,2,3.39130434782609,46,78,7.02228595259407,23,0.695652173913043,85,8,16.1704785025057,10.625,0.0434782608695652,0.08,-0.4,0.0606060606060606
"840",14,25.5,0,14,2,2.16666666666667,24,26,5.09288719686584,12,0.666666666666667,14,4,2.87228132326901,3.5,0.0833333333333333,0.142857142857143,-0.714285714285714,0.111111111111111
"841",31,26,14,14,5.64285714285714,2.42857142857143,79,34,5.085211401702,14,0.571428571428571,102,19,5.67738381480497,5.36842105263158,0.0714285714285714,0.125,-0.75,0
"842",42,27.75,21,10,6.75,4.3125,108,69,10.7455784219046,16,0.8125,31,10,3.61801050302511,3.1,0,0.111111111111111,-0.777777777777778,0
"843",24,24,3,10,2.88888888888889,2.27777777777778,52,41,7.39902440394526,18,0.722222222222222,16,10,2.8,1.6,0.0555555555555556,0.0526315789473684,-0.421052631578947,0
"844",24,20.5,7,6,3.26666666666667,3.6,49,54,10.8639169436269,15,0.6,81,14,5.64647262113476,5.78571428571429,0.133333333333333,0,0,0
"845",13,21.5,10,14,4.15384615384615,2.61538461538462,54,34,18.81193474603,13,0.461538461538462,37,13,2.87819798982611,2.84615384615385,0,0.0714285714285714,-0.642857142857143,0
"846",20,24.5,14,10,6.875,0.75,110,12,8.96918507957861,16,0.6875,32,7,3.33197251134017,4.57142857142857,0,0.111111111111111,-1.27777777777778,0.04
"847",24,24.75,7,7,3.57142857142857,2.19047619047619,75,46,8.36002392341075,21,0.476190476190476,50,14,6.07940652312949,3.57142857142857,0,0,0,0
"848",9,19.5,6,3,3,6,30,60,3.99217985566783,10,0.8,70,20,5.00499750249688,3.5,0,0,0,0.1
"849",23,25.5,9,6,4.06666666666667,5.66666666666667,61,85,12.6647171989111,15,0.6,17,12,3.35306658978845,1.41666666666667,0,0,0,0
"850",13,17.5,3,10,3.23529411764706,3.11764705882353,55,53,6.01331855134916,17,0.588235294117647,118,21,8.37499788472576,5.61904761904762,0.0588235294117647,0.105263157894737,-0.368421052631579,0.05
"851",44,28.75,16,16,5.38095238095238,3.52380952380952,113,74,10.1656206770664,21,0.761904761904762,60,13,3.56345686827707,4.61538461538461,0,0.0869565217391304,-0.391304347826087,0
"852",23,21.75,17,24,1.56521739130435,2.39130434782609,36,55,5.52177507691141,23,0.434782608695652,114,20,5.52358579185659,5.7,0.130434782608696,0.0416666666666667,-0.333333333333333,0.0909090909090909
"853",51,21.75,35,20,7,4.85185185185185,189,131,12.4128721529333,27,0.851851851851852,51,12,3.13913470030623,4.25,0,0,0,0
"854",16,19.75,3,13,2.92307692307692,1.84615384615385,38,24,5.79232426648951,13,0.538461538461538,28,9,2.60104442460436,3.11111111111111,0.0769230769230769,0,0,0
"855",10,23,0,14,2.4,0.733333333333333,36,11,2.1540659228538,15,0.333333333333333,55,13,5.11639666102027,4.23076923076923,0.0666666666666667,0.117647058823529,-0.941176470588235,0.0333333333333333
"856",17,23.25,10,14,0.25,5.75,3,69,13.3064354539372,12,0.583333333333333,45,10,5.69649014745045,4.5,0,0.0769230769230769,-0.692307692307692,0
"857",21,23.5,14,17,6.22222222222222,6,56,54,17.6980852699444,9,0.666666666666667,40,12,5.43650214343336,3.33333333333333,0,0.25,-1.25,0.0416666666666667
"858",24,25.5,21,10,5,3.73333333333333,75,56,7.76301892371243,15,0.733333333333333,80,14,6.60550172668394,5.71428571428571,0,0,0,0.0689655172413793
"859",37,24,20,0,3.84,4.48,96,112,8.98901936452484,25,0.72,74,14,5.94532915619566,5.28571428571429,0,0,0,0.0256410256410256
"860",29,21.5,7,10,3.57142857142857,1.71428571428571,100,48,6.79761814584693,28,0.607142857142857,14,7,2.20389266007736,2,0,0.0666666666666667,-0.533333333333333,0
"861",43,25,27,7,3.88888888888889,2.7037037037037,105,73,6.22618921160973,27,0.666666666666667,18,8,1.98431348329844,2.25,0,0.0357142857142857,-0.0357142857142857,0
"862",30,28.75,23,3,1.22222222222222,3.5,22,63,7.28354309385206,18,0.555555555555556,65,17,2.25532817796245,3.82352941176471,0,0.0526315789473684,-0.105263157894737,0
"863",55,31.75,42,0,7.375,5.75,177,138,19.4971507889971,24,0.75,43,12,4.4992283288977,3.58333333333333,0,0,0,0.0277777777777778
"864",20,21.25,17,3,8.375,4,67,32,23.7099135384337,8,0.625,104,20,4.79165942028438,5.2,0,0.272727272727273,-0.0909090909090909,0
"865",17,19,10,20,1.1304347826087,1.95652173913043,26,45,2.86278807381119,23,0.652173913043478,14,9,2.67129228448251,1.55555555555556,0.0434782608695652,0,0,0
"866",22,22.5,3,6,3.05555555555556,4.5,55,81,8.52247927901409,18,0.777777777777778,53,8,10.3795170889594,6.625,0,0.1,-0.75,0.0357142857142857
"867",14,20.25,14,6,5.47058823529412,5.47058823529412,93,93,16.1101579782026,17,0.647058823529412,45,12,4.93499408983098,3.75,0.117647058823529,0,0,0
"868",21,24.5,14,10,5.45833333333333,3.54166666666667,131,85,10.760008261046,24,0.75,60,10,4.19523539268061,6,0.0416666666666667,0,0,0
"869",7,23.25,7,14,5.61111111111111,3.38888888888889,101,61,9.46337971105226,18,0.5,65,16,8.54743199738962,4.0625,0,0.1,-0.75,0.0555555555555556
"870",20,31,10,14,6.05263157894737,3.05263157894737,115,58,12.0344672656027,19,0.684210526315789,14,9,2.62936879248872,1.55555555555556,0.0526315789473684,0.05,0,0
"871",13,28,10,3,3.70833333333333,1.91666666666667,89,46,5.01996015920445,24,0.625,62,15,3.89643711898732,4.13333333333333,0,0,0,0
"872",22,21,13,7,6.25,4.25,100,68,17.1529837658352,16,0.8125,65,15,3.92711372667284,4.33333333333333,0,0.0588235294117647,-0.294117647058824,0
"873",7,26.25,7,13,0.625,7.4375,10,119,8.21710614105315,16,0.75,91,17,5.01692636711068,5.35294117647059,0.125,0.157894736842105,-1.31578947368421,0.0277777777777778
"874",24,19.5,17,13,8.1,8.3,81,83,24.6973517542564,10,0.7,33,8,3.13996417177012,4.125,0.1,0,0,0
"875",24,17.25,14,3,2.06666666666667,2.86666666666667,31,43,5.02831488843767,15,0.6,123,11,25.1750893537032,11.1818181818182,0,0,0,0.0384615384615385
"876",39,27,17,21,4.52631578947368,3.21052631578947,86,61,8.83327044002767,19,0.789473684210526,65,14,6.1016056769292,4.64285714285714,0,0,0,0
"877",13,23.75,3,9,1.66666666666667,2.73333333333333,25,41,4.71404520791032,15,0.6,40,13,3.49640559303493,3.07692307692308,0,0,0,0
"878",34,27.5,24,6,4.48148148148148,4.14814814814815,121,112,6.05455170692943,27,0.777777777777778,5,6,3.53160335006952,0.833333333333333,0,0,0,0.0303030303030303
"879",28,22.5,21,10,5.5,6.4375,88,103,9.93268157474637,16,0.875,56,17,5.14226667670926,3.29411764705882,0,0.111111111111111,-0.555555555555556,0
"880",19,24.5,9,3,3.4,6,34,60,16.2380254152947,10,0.7,53,9,12.4761500867717,5.88888888888889,0,0.333333333333333,-2.06666666666667,0
"881",10,30,7,23,3.36363636363636,4.54545454545455,37,50,11.2853610930267,11,0.727272727272727,52,15,1.74610678049451,3.46666666666667,0,0.0833333333333333,-0.666666666666667,0.037037037037037
"882",3,20.75,0,13,2,1.4375,32,23,4.64230765979198,16,0.4375,23,10,2.86530975637888,2.3,0.0625,0.0588235294117647,-0.411764705882353,0
"883",29,21.75,20,10,4.55172413793103,3.13793103448276,132,91,7.77955923880739,29,0.724137931034483,89,14,14.484509670961,6.35714285714286,0.0689655172413793,0.0645161290322581,-0.32258064516129,0
"884",33,26.25,16,10,3.66666666666667,3.73333333333333,55,56,5.5937465083788,15,0.666666666666667,68,14,6.738557951469,4.85714285714286,0,0,0,0
"885",26,30.5,23,14,7.39130434782609,4.8695652173913,170,112,14.6182720439531,23,0.608695652173913,74,15,6.96148132384353,4.93333333333333,0,0.08,-0.72,0
"886",45,24.75,24,0,6.27777777777778,3.66666666666667,113,66,14.2687399154764,18,0.777777777777778,80,18,4.92411551248008,4.44444444444444,0,0,0,0
"887",16,25.25,7,20,6.28571428571429,1.42857142857143,44,10,6.26498204307083,7,0.571428571428571,24,7,3.77424137532083,3.42857142857143,0,0.222222222222222,-2.11111111111111,0
"888",31,22,28,6,3.54545454545455,4.81818181818182,39,53,7.06757506390633,11,0.818181818181818,42,9,1.82574185835055,4.66666666666667,0,0.0833333333333333,-0.666666666666667,0.0476190476190476
"889",52,24.75,38,0,2.93333333333333,8.93333333333333,44,134,10.6131469832886,15,0.8,137,9,26.6115170463123,15.2222222222222,0,0.0625,-0.4375,0
"890",13,17.5,10,3,1.83333333333333,1.83333333333333,11,11,1.24721912892465,6,0.5,210,29,9.54356678936236,7.24137931034483,0,0,0,0
"891",28,23.25,7,14,6.38461538461539,1.30769230769231,83,17,11.3137084989848,13,0.769230769230769,5,6,3.97562014729219,0.833333333333333,0,0,0,0
"892",17,19.25,6,14,5.05882352941176,2.64705882352941,86,45,5.28212328957598,17,0.647058823529412,67,19,4.15955995967984,3.52631578947368,0,0.0555555555555556,-0.333333333333333,0.027027027027027
"893",21,25.25,14,10,6.375,3.125,102,50,13.2803186673109,16,0.8125,60,11,5.97515517278363,5.45454545454545,0,0.0588235294117647,-0.176470588235294,0.0357142857142857
"894",24,28,14,3,8.66666666666667,2.66666666666667,78,24,14.6059348668044,9,0.666666666666667,54,14,3.58283891542413,3.85714285714286,0.111111111111111,0,0,0.0434782608695652
"895",13,17.75,13,10,2.69565217391304,2.69565217391304,62,62,8.55699843532896,23,0.521739130434783,66,17,3.93898095124311,3.88235294117647,0,0.0416666666666667,-0.291666666666667,0
"896",13,24,10,7,3.13333333333333,2.73333333333333,47,41,4.53431361950185,15,0.666666666666667,58,12,4.35571144845733,4.83333333333333,0.0666666666666667,0.117647058823529,-0.882352941176471,0.0344827586206897
"897",24,16.25,10,10,2.92857142857143,3.71428571428571,41,52,6.75351760196122,14,0.714285714285714,54,15,4.37873649964614,3.6,0,0,0,0
"898",14,25,14,13,1.42857142857143,4.07142857142857,20,57,4.35710626448334,14,0.571428571428571,58,11,4.76904619949236,5.27272727272727,0,0.125,-1.125,0.037037037037037
"899",7,21.75,0,23,2.53846153846154,2.30769230769231,33,30,5.060632371552,13,0.769230769230769,19,6,0.897527467855751,3.16666666666667,0,0.1875,-1.25,0.0909090909090909
"900",0,21,0,6,4,2.71428571428571,56,38,3.00665927567458,14,0.714285714285714,12,8,5.59016994374947,1.5,0.0714285714285714,0.125,-0.8125,0.0416666666666667
"901",6,23.25,3,6,3.29411764705882,3.23529411764706,56,55,7.46257328272225,17,0.588235294117647,28,10,4.3081318457076,2.8,0,0,0,0.037037037037037
"902",20,29.25,10,12,5.0625,2.625,81,42,5.53263047744922,16,0.625,15,8,2.08791163606126,1.875,0,0,0,0.0416666666666667
"903",19,22.5,9,10,4.375,2.04166666666667,105,49,5.09901951359278,24,0.583333333333333,95,16,5.15350305617451,5.9375,0,0.04,0,0.024390243902439
"904",0,23,0,20,1.33333333333333,1.11111111111111,12,10,8.20060973342836,9,0.444444444444444,36,13,4.3527859540908,2.76923076923077,0.222222222222222,0,0,0
"905",16,25,10,14,-0.0588235294117647,3.47058823529412,-1,59,4.76354469116134,17,0.529411764705882,25,9,2.34652356466032,2.77777777777778,0,0,0,0
"906",17,28,14,7,4.34615384615385,1.96153846153846,113,51,8.48896342317482,26,0.615384615384615,53,11,2.58731808559231,4.81818181818182,0.0384615384615385,0.0714285714285714,-0.678571428571429,0.0256410256410256
"907",31,26.25,10,3,4.61111111111111,4.55555555555556,83,82,13.8293166859393,18,0.555555555555556,48,12,4.56435464587638,4,0,0,0,0
"908",10,22.75,3,9,1.8,1.93333333333333,27,29,5.23722936566382,15,0.466666666666667,36,9,2.44948974278318,4,0,0,0,0.0416666666666667
"909",17,24.25,3,7,5.17647058823529,3.05882352941176,88,52,13.9212955264876,17,0.529411764705882,47,11,3.97928520513442,4.27272727272727,0,0.15,-0.7,0
"910",15,25.25,0,14,3.38461538461538,0.923076923076923,44,12,4.30761599444003,13,0.461538461538462,51,12,4.14578098794425,4.25,0.0769230769230769,0.1875,-0.9375,0
"911",21,21.5,7,10,1.53333333333333,1.93333333333333,23,29,5.73057642587895,15,0.6,41,8,4.67540105231626,5.125,0,0.117647058823529,-0.352941176470588,0.04
"912",27,22,10,14,5.5,2.41666666666667,66,29,15.8100975225793,12,0.583333333333333,47,10,8.01311425102625,4.7,0,0.0769230769230769,-0.769230769230769,0
"913",6,13.5,3,14,1,2.375,16,38,5.81033561853358,16,0.3125,20,9,1.5475986974649,2.22222222222222,0,0.0588235294117647,-0.588235294117647,0
"914",17,23,10,3,3.375,1.75,54,28,5.34258456896503,16,0.5625,124,26,4.89354120879044,4.76923076923077,0,0,0,0
"915",14,17.25,7,7,1.82608695652174,2.78260869565217,42,64,5.64059629211418,23,0.608695652173913,37,12,3.66192875711997,3.08333333333333,0,0,0,0
"916",42,28.5,28,0,6.42857142857143,4.64285714285714,90,65,8.25983365879761,14,0.928571428571429,77,22,4.41845304068373,3.5,0,0,0,0
"917",37,23.5,7,18,3.29166666666667,3.375,79,81,8.5,24,0.666666666666667,63,14,2.5,4.5,0.0416666666666667,0.04,-0.24,0
"918",16,18.5,10,7,5.6875,1.625,91,26,6.99704778359777,16,0.6875,59,19,4.20394222057176,3.10526315789474,0,0,0,0
"919",20,26,10,6,4.26666666666667,4.46666666666667,64,67,11.2822870021995,15,0.666666666666667,30,9,2.62466929133727,3.33333333333333,0,0,0,0
"920",3,18.75,3,10,3.57142857142857,2.5,50,35,12.51748776712,14,0.285714285714286,11,10,1.64012194668567,1.1,0,0.176470588235294,-1.17647058823529,0.037037037037037
"921",37,22,20,6,0,4.14285714285714,0,58,5.61963049617857,14,0.642857142857143,166,20,18.455622449541,8.3,0.0714285714285714,0,0,0
"922",3,25.25,3,24,3.66666666666667,2.14285714285714,77,45,4.94694069321861,21,0.571428571428571,17,8,2.02715934252836,2.125,0.0476190476190476,0.0869565217391304,-0.478260869565217,0.032258064516129
"923",47,32.5,20,6,5.8695652173913,2.78260869565217,135,64,8.57298627958776,23,0.695652173913043,55,15,3.47690794944141,3.66666666666667,0,0.0416666666666667,-0.125,0.0512820512820513
"924",30,28,14,7,5.66666666666667,5.11111111111111,51,46,10.040196987886,9,0.666666666666667,112,17,6.53550325286172,6.58823529411765,0,0,0,0.0384615384615385
"925",19,22.5,16,7,3.64705882352941,3.23529411764706,62,55,7.29594197007962,17,0.764705882352941,75,13,4.93268293596351,5.76923076923077,0,0.0555555555555556,-0.333333333333333,0.032258064516129
"926",24,24,17,14,6.25,1.8,125,36,5.35993366459781,20,0.75,52,12,6.36832439151427,4.33333333333333,0,0.0909090909090909,-0.590909090909091,0
"927",13,27.25,3,3,3.14285714285714,2.92857142857143,44,41,3.8329307357023,14,0.642857142857143,41,10,7.99312204335703,4.1,0,0.0666666666666667,-0.533333333333333,0
"928",9,24,6,17,2.9375,2.0625,47,33,8.15475321515004,16,0.5,48,13,3.19578124274477,3.69230769230769,0,0.0588235294117647,-0.411764705882353,0
"929",26,25.5,16,17,5.73333333333333,2,172,60,11.5369857768971,30,0.466666666666667,46,15,2.86278807381119,3.06666666666667,0,0,0,0.0222222222222222
"930",20,21.75,13,17,4.0625,6.5625,65,105,21.3258854078735,16,0.6875,43,10,5.44150714416512,4.3,0,0,0,0
"931",20,26.25,0,6,3.61538461538462,5.38461538461539,47,70,11.3791201329453,13,0.615384615384615,83,19,4.6249953208032,4.36842105263158,0.0769230769230769,0.133333333333333,-0.6,0.0882352941176471
"932",20,20.25,20,7,4.73684210526316,0.842105263157895,90,16,3.64767810470655,19,0.631578947368421,148,24,9.26312882106017,6.16666666666667,0,0.05,-0.3,0
"933",10,19.5,7,17,0.842105263157895,1.78947368421053,16,34,2.2220486043289,19,0.421052631578947,64,14,5.08097692679393,4.57142857142857,0,0.05,-0.4,0
"934",28,29,14,3,6.52941176470588,3.58823529411765,111,61,4.31843593085377,17,0.882352941176471,30,10,3.79473319220206,3,0,0.0555555555555556,0,0
"935",23,21,13,10,1.11764705882353,3.05882352941176,19,52,6.35290287978653,17,0.470588235294118,130,21,5.97310677412914,6.19047619047619,0,0.105263157894737,-0.684210526315789,0.025
